"","Timepoint","Mouse"
"MOUSE_CELL_9773","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9780","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9783","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9785","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9794","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9804","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9805","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9806","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9808","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9813","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9814","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9815","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9821","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9825","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9827","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9833","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9837","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9838","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9840","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9842","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9845","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9846","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9848","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9849","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9852","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9856","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9864","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9868","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9869","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9872","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9879","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9881","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9886","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9889","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9895","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9901","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9903","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9910","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9915","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9917","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9924","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9929","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9932","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9933","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9937","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9938","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9941","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9942","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9943","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9947","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9948","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9954","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9958","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9966","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9967","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9969","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9970","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9973","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9974","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9976","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9979","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9981","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9983","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9984","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9985","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9992","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9993","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9995","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9996","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_9998","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10005","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10012","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10018","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10022","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10024","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10030","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10031","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10032","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10033","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10035","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10038","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10042","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10043","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10071","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10073","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10074","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10077","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10092","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10095","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10096","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10098","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10100","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10107","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10108","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10114","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10119","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10127","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10131","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10135","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10137","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10138","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10139","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10150","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10153","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10155","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10159","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10167","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10168","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10177","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10179","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10187","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10188","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10190","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10194","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10199","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10210","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10211","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10213","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10219","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10220","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10221","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10222","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10223","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10227","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10233","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10239","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10241","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10245","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10248","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10249","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10252","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10254","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10257","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10258","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10263","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10264","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10268","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10276","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10282","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10289","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10291","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10295","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10298","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10300","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10302","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10304","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10307","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10308","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10311","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10312","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10316","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10321","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10324","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10325","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10329","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10331","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10336","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10339","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10340","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10341","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10344","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10351","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10358","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10360","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10366","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10372","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10375","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10382","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10390","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10401","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10402","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10403","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10412","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10414","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10434","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10436","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10446","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10448","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10451","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10458","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10459","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10465","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10466","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10467","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10468","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10470","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10472","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10481","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10484","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10486","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10490","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10494","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10495","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10497","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10498","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10502","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10510","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10513","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10516","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10527","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10528","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10529","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10538","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10539","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10540","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10552","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10562","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10566","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10567","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10568","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10569","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10571","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10572","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10573","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10574","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10580","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10589","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10591","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10599","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10606","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10608","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10620","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10622","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10626","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10629","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10631","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10639","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10644","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10646","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10648","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10649","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10650","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10651","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10653","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10654","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10658","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10659","1wkpi","1wkpi_mouse_id_67"
"MOUSE_CELL_10666","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10675","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10678","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10679","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10688","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10690","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10692","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10695","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10705","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10709","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10713","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10714","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10715","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10717","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10726","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10727","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10733","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10739","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10743","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10751","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10752","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10753","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10760","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10761","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10769","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10772","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10775","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10781","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10784","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10789","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10790","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10792","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10797","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10798","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10801","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10803","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10805","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10807","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10810","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10815","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10821","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10823","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10825","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10826","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10828","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10829","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10832","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10833","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10840","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10842","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10843","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10850","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10855","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10857","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10862","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10864","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10870","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10873","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10877","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10881","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10882","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10884","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10900","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10904","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10907","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10910","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10914","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10927","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10929","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10937","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10938","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10939","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10944","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10946","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10950","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10951","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10964","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10968","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10971","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10973","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10974","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10975","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10976","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10977","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10982","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10988","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10989","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10992","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10995","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10996","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10997","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_10999","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11001","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11009","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11012","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11015","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11017","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11018","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11020","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11023","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11024","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11025","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11027","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11028","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11029","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11030","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11032","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11034","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11039","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11040","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11044","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11051","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11052","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11054","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11055","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11057","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11058","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11061","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11067","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11068","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11073","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11083","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11086","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11087","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11092","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11094","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11101","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11106","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11110","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11113","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11114","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11117","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11119","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11120","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11121","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11122","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11127","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11134","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11136","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11140","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11141","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11142","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11151","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11152","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11156","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11165","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11166","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11171","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11172","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11182","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11183","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11187","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11192","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11198","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11199","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11200","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11201","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11206","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11208","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11210","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11218","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11219","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11221","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11231","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11232","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11233","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11234","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11236","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11238","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11247","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11252","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11253","72hpi","72hpi_mouse_id_65"
